Автоавария;./icon/inwork/Автоавария.svg
Биозаражение;./icon/inwork/Биозаражение.svg
Больница;./icon/inwork/Больница.svg
Ветер;./icon/inwork/Ветер.svg
Дом;./icon/inwork/Дом.svg
Жара;./icon/inwork/Жара.svg
Завод;./icon/inwork/Завод.svg
Камнепад;./icon/inwork/Камнепад.svg 
Ливень;./icon/inwork/Ливень.svg 
Мороз;./icon/inwork/Мороз.svg 
Пожар;./icon/inwork/Пожар.svg 
Радиация;./icon/inwork/Радиация.svg 
Скорая;./icon/inwork/Скорая.svg 
Школа;./icon/inwork/Школа.svg 
